surface,motion_type,angle_deg,I_mean_wheel_joint_fl,I_mean_wheel_joint_fr,I_mean_wheel_joint_bl,I_mean_wheel_joint_br,number,target_angle,I_std_wheel_joint_fl,I_std_wheel_joint_fr,I_std_wheel_joint_bl,I_std_wheel_joint_br,I_total,I_std,cls_raw,linoleum_raw,grass_raw,rubber_carpet_raw,cell_carpet_raw,cls_memory,linoleum_memory,grass_memory,rubber_carpet_memory,cell_carpet_memory
linoleum,straight,-180.0,0.1054343666283964,-0.3484500574052813,0.3654324531190203,-0.0756792958285495,0,-3.141592653589793,0.1058223113804163,0.122693487330315,0.1115359285900305,0.1255743606379028,0.8949961729812478,0.3006969593504053,linoleum,0.5090125875343495,0.158247695672883,0.10640136459011214,0.22633835220265533,linoleum,0.5090125875343495,0.158247695672883,0.10640136459011214,0.22633835220265533
linoleum,straight,-180.0,0.1974167623421354,-0.2067738231917336,0.3493685419058553,-0.3090126291618829,1,-3.141592653589793,0.1760877510135232,0.2088661918656371,0.1736724509787816,0.1737480034098633,1.0625717566016073,0.3157191488550375,linoleum,0.5153308800037173,0.1550831563396244,0.10209253968615895,0.22749342397049938,linoleum,0.5121717337690335,0.15666542600625372,0.10424695213813553,0.22691588808657737
linoleum,straight,-180.0,0.1963864886095836,-0.1329385461357181,0.3151852075654118,-0.300018127983564,2,-3.141592653589793,0.1076137487801655,0.1033724301338863,0.1031488892304476,0.1206367445671957,0.9445283702942776,0.2852179410676973,linoleum,0.5117814396330586,0.1569851597924355,0.10485217437775222,0.22638122619675374,linoleum,0.5119765867010461,0.15682529289934463,0.10454956325794389,0.22664855714166557
linoleum,straight,-180.0,0.1672789896670493,-0.3345579793340987,0.4071756601607348,-0.171699196326062,9,-3.141592653589793,0.263316598899239,0.2800776863293577,0.278950816000865,0.2562399012429269,1.080711825487945,0.3336770945568879,linoleum,0.5154966754740681,0.15492811041084914,0.10178132305992289,0.2277938910551599,linoleum,0.5137366310875571,0.15587670165509687,0.10316544315893339,0.22722122409841272
linoleum,straight,-180.0,0.238174512055109,-0.2309988518943742,0.3340987370838117,-0.276406429391504,10,-3.141592653589793,0.2590001886415389,0.2731654936563178,0.2391789874567685,0.2531226215825414,1.079678530424799,0.3146734205414777,linoleum,0.5154899426937317,0.15493596445442534,0.10179825956563134,0.22777583328621148,linoleum,0.5146132868906445,0.15540633305476112,0.10248185136228237,0.22749852869231213
linoleum,straight,-180.0,0.2921928817451205,-0.2170493685419058,0.2838691159586682,-0.2597014925373134,11,-3.141592653589793,0.15123993914458,0.1387608702755548,0.1454799670433188,0.1564688606247283,1.052812858783008,0.3044382659280346,linoleum,0.5151999106835211,0.15518163770617785,0.10227219725701658,0.2273462543532843,linoleum,0.5149065987870829,0.1552939853804695,0.1023770243096495,0.22742239152279822
linoleum,straight,-180.0,0.2629161882893226,-0.2041905855338691,0.2720436280137772,-0.2960964408725603,12,-3.141592653589793,0.1188555666117998,0.1224489558234296,0.1329949238833393,0.112049648253399,1.0352468427095294,0.301219191805426,linoleum,0.5148904710959689,0.1553855096731842,0.10261728829770317,0.22710673093314362,linoleum,0.5148985349415258,0.15533974752682686,0.10249715630367634,0.22726456122797092
linoleum,square,-180.0,0.4677382319173364,0.0964408725602755,0.0562571756601607,-0.6409873708381171,3,-3.141592653589793,0.1601018242504538,0.2424393685772284,0.2575094085359262,0.1703706413280825,1.2614236509758898,0.4626027770677272,linoleum,0.5116469204259819,0.1553637944369827,0.1002533406350864,0.23273594450194893,linoleum,0.5132727276837539,0.15535177098190478,0.10137524846938137,0.23000025286495993
linoleum,square,-180.0,-0.0078554595443833,-0.4764034080609101,0.6216085564082422,-0.0290047737023385,4,-3.141592653589793,0.2636583353926327,0.1789533257819305,0.1973533555145868,0.2327777170934765,1.134872197715874,0.4514147149414924,linoleum,0.5153914638698555,0.1546814757252394,0.10102605833453444,0.2289010020703707,linoleum,0.5143320957768047,0.15501662335357208,0.10120065340195791,0.2294506274676653
linoleum,square,-180.0,-0.0076923076923076,-0.5151549942594719,0.6494259471871412,0.0208955223880597,5,-3.141592653589793,0.2357079230636633,0.1837917076633343,0.1684537929244884,0.281302180681634,1.1931687715269803,0.4768638400755642,linoleum,0.5142747070266257,0.15477712043205735,0.10049957080537772,0.23044860173593923,linoleum,0.5143034014017152,0.1548968718928147,0.10085011210366782,0.22994961460180227
linoleum,square,-180.0,0.0096078312888996,-0.4972505891594658,0.6057163574838359,-0.0333554897576892,6,-3.141592653589793,0.2520045239540252,0.2080226356538387,0.1370523307007814,0.3188651891895208,1.1459302676898906,0.4522392669548564,linoleum,0.5152595402126421,0.1546708775970085,0.10090354145818652,0.22916604073216296,linoleum,0.5147814708071786,0.15478387474491162,0.10087682678092716,0.22955782766698263
linoleum,square,-180.0,0.507060849598163,0.0886337543053961,-0.0007462686567164,-0.6775545350172215,7,-3.141592653589793,0.1976351020778015,0.2172837012153929,0.2449404504171415,0.1757035104924795,1.273995407577497,0.4906938646368242,linoleum,0.5110077315083696,0.1555276545198443,0.10025100099450253,0.2332136129772836,linoleum,0.5128946011577742,0.15515576463237796,0.10056391388771485,0.23138572032213311
linoleum,square,-180.0,0.5131458094144662,0.0958094144661308,0.007979334098737,-0.6616532721010333,8,-3.141592653589793,0.1824720004353142,0.2424103145749185,0.222592430482332,0.1980400670545843,1.2785878300803677,0.4864315118035491,linoleum,0.5107622052776011,0.15559184085733152,0.10025346155364388,0.23339249231142353,linoleum,0.5118284032176876,0.15537380274485474,0.10040868772067937,0.23238910631677834
linoleum,hourglass,-150.0,-0.1977037887485648,-0.7451970914657482,0.8727133562954459,0.172139303482587,13,-2.6179938779914944,0.3722456203598855,0.4810855102106772,0.5492052080693027,0.3832746028820765,1.987753539992346,0.6789863753997394,linoleum,0.6525420040845067,0.09941212921683958,0.045387424106882415,0.20265844259177138,linoleum,0.6525420040845067,0.09941212921683958,0.045387424106882415,0.20265844259177138
linoleum,hourglass,-150.0,-0.2068120933792575,-0.6482969766551857,0.9251435132032146,0.084883275928052,14,-2.6179938779914944,0.370095463319546,0.5612927702382141,0.5617581555232211,0.4424478501402967,1.86513585916571,0.6633641603071144,linoleum,0.6672343959313282,0.09550480388778493,0.04428796147896532,0.1929728387019216,linoleum,0.6598882000079174,0.09745846655231225,0.044837692792923864,0.19781564064684648
linoleum,hourglass,-150.0,-0.2149417746432672,-0.6053796949319337,0.9007708709201246,0.0787272429063473,15,-2.6179938779914944,0.3907453934306316,0.5606719989476465,0.5891250532899776,0.4351845091507282,1.7998195834016728,0.6387321768362019,linoleum,0.673321786312944,0.09398331917905,0.043984826471930534,0.18871006803607537,linoleum,0.6666049931604308,0.09572089286568113,0.0444112596324272,0.19326285434146093
linoleum,hourglass,-150.0,-0.2118254879448909,-0.6472035427259308,0.8479580121371166,0.1353124487452845,16,-2.6179938779914944,0.3173550896164638,0.3675644388048863,0.4269686676418854,0.3641860363521241,1.842299491553223,0.6317240243829599,linoleum,0.6694976430233253,0.09492944878515157,0.044159720165434777,0.19141318802608845,linoleum,0.668051318091878,0.09532517082541635,0.04428548989893099,0.1923380211837747
