surface,motion_type,angle_deg,I_mean_wheel_joint_fl,I_mean_wheel_joint_fr,I_mean_wheel_joint_bl,I_mean_wheel_joint_br,number,target_angle,I_std_wheel_joint_fl,I_std_wheel_joint_fr,I_std_wheel_joint_bl,I_std_wheel_joint_br,I_total,I_std,cls_raw,linoleum_raw,grass_raw,rubber_carpet_raw,cell_carpet_raw,cls_memory,linoleum_memory,grass_memory,rubber_carpet_memory,cell_carpet_memory
rubber_carpet,straight,-180.0,0.7800471327572664,-0.7097709831409754,0.6860233246721856,-0.6840292464801498,0,-3.141592653589793,0.3621408004622167,0.3376642165747948,0.3537702362141637,0.3616503520025327,2.859870687050577,0.8265322424461842,cell_carpet,0.13937883864336423,0.29542558481083286,0.19860245570775678,0.36659312083804607,cell_carpet,0.13937883864336423,0.29542558481083286,0.19860245570775678,0.36659312083804607
rubber_carpet,straight,-180.0,0.7515257719499667,-0.6758112272644874,0.6826998610187927,-0.664209317783552,1,-3.141592653589793,0.3927814074157549,0.3725565331319556,0.3689131365252932,0.3873094936620508,2.774246178016799,0.8013626455855798,cell_carpet,0.16225007262534866,0.2850934315015712,0.1895049064044441,0.36315158946863607,cell_carpet,0.15081445563435644,0.29025950815620205,0.19405368105610044,0.36487235515334104
rubber_carpet,straight,-180.0,0.7703788748564868,-0.7048794489092997,0.7224454649827785,-0.7671641791044775,2,-3.141592653589793,0.2990313200851363,0.2636363566335062,0.306839036068507,0.3005453891976132,2.9648679678530425,0.8564848736549217,cell_carpet,0.11386498083218567,0.3075441448486738,0.20992612577569295,0.3686647485434475,cell_carpet,0.13233971823327106,0.2989018265024379,0.20198990341589668,0.3667685518483943
rubber_carpet,straight,-180.0,0.7925373134328358,-0.6900114810562572,0.7202640642939151,-0.7398392652123995,3,-3.141592653589793,0.3064556088305399,0.2803269134611353,0.3163217208229159,0.2948279055205536,2.9426521239954075,0.8502261456069937,cell_carpet,0.11901444072957813,0.30503836174959725,0.20751822022728156,0.36842897729354296,cell_carpet,0.1256770794814246,0.3019700941260176,0.20475406182158912,0.36759876457096863
rubber_carpet,square,-180.0,2.2990513021934857,0.7486857211916128,-0.6411263520454408,-2.587648800531754,4,-3.141592653589793,0.4936219826545419,0.7371736095145461,0.6735925166923976,0.5164458314388386,6.276512175962293,2.077253219386838,rubber_carpet,0.006903865706163456,0.2811323599472634,0.6780928405421617,0.033870933804411536,rubber_carpet,0.06629047259379403,0.2915512270366405,0.4414234511818754,0.20073484918769008
rubber_carpet,square,-180.0,2.2116532721010334,0.6888059701492537,-0.6172789896670493,-2.5533869115958665,5,-3.141592653589793,0.5010788698039222,0.7347554485495447,0.6636825432245613,0.5812926746138548,6.071125143513203,2.020596365948943,rubber_carpet,0.006142616889887227,0.3029771838231778,0.647834368418207,0.04304583086872801,rubber_carpet,0.03621654474184063,0.29726420542990917,0.5446289098000412,0.12189034002820905
rubber_carpet,square,-180.0,-0.5602755453501722,-2.115794653108086,2.526433765239735,0.7467607019845826,6,-3.141592653589793,0.6236717521974312,0.5060040657824412,0.6119071920020983,0.8212818991815517,5.949264665682575,1.9699302414825743,rubber_carpet,0.005735813302509126,0.31531633635985384,0.6291985109900556,0.04974933934758137,rubber_carpet,0.02097617902217488,0.30629027089488153,0.5869137103950485,0.08581983968789522
rubber_carpet,square,-180.0,-0.6901836969001147,-2.1297359357060848,2.609931113662457,0.718828932261768,7,-3.141592653589793,0.7149199408321208,0.516417322033553,0.6341316267759521,0.7772102395672023,6.148679678530424,2.022857261537758,rubber_carpet,0.006418393910574662,0.2948603005849714,0.659440992173542,0.039280313330911906,rubber_carpet,0.013697286466374772,0.3005752857399265,0.6231773512842953,0.06255007650940356
rubber_carpet,square,-180.0,-0.634443168771527,-2.1459242250287027,2.5431687715269806,0.7909299655568313,8,-3.141592653589793,0.6804980214334052,0.5337130755413704,0.580578044817621,0.8599952005941259,6.114466130884042,2.002009983717865,rubber_carpet,0.006295053473684274,0.2984635939405721,0.6543464211504348,0.040894931435308875,rubber_carpet,0.009996169970029523,0.2995194398402493,0.6387618862173651,0.05172250397235621
rubber_carpet,hourglass,-150.0,0.0196990754728382,-1.319475497008883,1.5842649102664814,-0.3463049126835458,9,-2.6179938779914944,1.2758769856449257,1.6117916831260972,1.738998790527409,1.4924569542050732,3.2697443954317484,1.2069618499444732,cell_carpet,0.24595658494410647,0.23377320681345753,0.10332169651286245,0.41694851172957353,cell_carpet,0.24595658494410647,0.23377320681345753,0.10332169651286245,0.41694851172957353
