surface,motion_type,angle_deg,I_mean_wheel_joint_fl,I_mean_wheel_joint_fr,I_mean_wheel_joint_bl,I_mean_wheel_joint_br,number,target_angle,I_std_wheel_joint_fl,I_std_wheel_joint_fr,I_std_wheel_joint_bl,I_std_wheel_joint_br,I_total,I_std
linoleum,square,-180.0,-0.10378874856486796,-0.5569230769230767,0.7088518943742823,0.12370838117106762,5,-3.141592653589793,0.25589940178658305,0.16528152127160314,0.1722754137914025,0.26715143909474875,1.4932721010332946,0.5264115048202374
linoleum,square,-90.0,-0.7311136624569461,-0.6461538461538461,0.9204592422502869,0.7610562571756601,5,-1.5707963267948966,0.24951599266107127,0.3627397602969601,0.3994884776698551,0.26509226096712446,3.0587830080367393,0.8860684912544946
linoleum,square,0.0,0.12599311136624572,0.6472904707233067,-0.5425028702640644,-0.18904707233065451,5,0.0,0.2358253977621181,0.15194238096025758,0.20210341129807255,0.27387706847575516,1.5048335246842715,0.5048009354310258
linoleum,square,90.0,0.7897014925373135,0.7365442020665902,-0.710516647531573,-0.9247072330654422,5,1.5707963267948966,0.256372320693147,0.3752073921009562,0.3967907181277527,0.3022718700282639,3.1614695752009188,0.9170739921004256
linoleum,square,-180.0,-0.08436763550667714,-0.557556347815578,0.6815034141035711,0.081563840715451,6,-3.141592653589793,0.2430464534294556,0.1983465699263202,0.16192840344821977,0.31209804700243826,1.4049912381412772,0.5116696914352322
linoleum,square,-90.0,-0.7220091848450056,-0.6885304247990813,0.8821354764638346,0.7599885189437428,6,-1.5707963267948966,0.25161786606395664,0.36705923550608355,0.3979050861142362,0.30163984814343575,3.0526636050516647,0.8827436631896732
linoleum,square,0.0,0.1321239954075775,0.648553386911596,-0.5662801377726753,-0.1702870264064295,6,0.0,0.23468840332997362,0.1678277783696921,0.19492830268898803,0.2627625268000626,1.5172445464982784,0.5122703335151135
linoleum,square,90.0,0.8364878902192335,0.8374282433983927,-0.8113279755070801,-0.9359794434421301,6,1.5707963267948966,0.2731426714671877,0.376454846498578,0.390592609627468,0.3021727515525563,3.4212235525668366,0.9889324354273389
linoleum,square,-180.0,0.5595522388059702,0.1865212399540759,-0.09724454649827804,-0.7404018369690012,7,-3.141592653589793,0.1948724459322449,0.27883883925346226,0.26893635642409086,0.1722881387925681,1.5837198622273254,0.5487694912858454
linoleum,square,-90.0,-0.7346126510305614,-0.7094418019791153,0.9394784320157453,0.8558526051063363,7,-1.5707963267948966,0.34609434064421746,0.2724507770477443,0.2963238651659882,0.41862483511303333,3.2393854901317582,0.9358094559797184
linoleum,square,0.0,-0.3829234394827482,0.14313855822104063,-0.03225572542147573,0.3363466070457429,7,0.0,0.2915337503375392,0.2220786133976327,0.189166426334371,0.34584030181184755,0.8946643301710073,0.3056439452630505
linoleum,square,90.0,0.8168541905855339,0.8873593570608497,-0.8277841561423652,-1.0083352468427096,7,1.5707963267948966,0.3671431966015846,0.3298387414929464,0.32127684285783586,0.4231285718050466,3.5403329506314583,1.0250649065235025
linoleum,square,-180.0,0.5670493685419059,0.20165327210103337,-0.09624569460390375,-0.7217451205510909,8,-3.141592653589793,0.18278051838750398,0.2847789669721256,0.27418161405181396,0.21155134021375616,1.586693455797934,0.5452158441832132
linoleum,square,-90.0,-0.7448794489092996,-0.7323765786452353,0.9097588978185991,0.8267508610792191,8,-1.5707963267948966,0.35401062011513074,0.280587624413416,0.2991877326529551,0.43702368333409963,3.213765786452353,0.9283670180316639
linoleum,square,0.0,-0.5141821258082059,-0.0915584023203818,0.16630612121578325,0.5734122907728563,8,0.0,0.17430540537460856,0.22469036688030058,0.2749977319955103,0.18197368457810625,1.3454589401172272,0.45633980846090844
linoleum,square,90.0,0.8628587830080368,0.8340068886337544,-0.8181400688863378,-0.9538461538461538,8,1.5707963267948966,0.37224404218569906,0.2922847777142554,0.28547244579515874,0.4272766510520504,3.468851894374283,1.0029718595135269
linoleum,hourglass,-150.0,-0.036463834672789915,-0.5012323000382702,0.6191963260619977,-0.03142747799464217,13,-2.6179938779914944,0.43461421705428094,0.6237784179718743,0.6666383335720493,0.5187881727234854,1.1883199387677001,0.46055343058352566
linoleum,hourglass,-90.0,-0.6841944125526215,-0.5627248373517031,0.7940451588212782,0.5914121699196326,13,-1.5707963267948966,0.5950723095506059,0.42427783797854324,0.5152889429712811,0.6689360120572866,2.632376578645235,0.7659980648137765
linoleum,hourglass,-30.0,-0.6381196581196581,-0.01731215716290344,0.11159969383849978,0.656499553514479,13,-0.5235987755982988,0.3921186343268316,0.39390018806797816,0.3913377870138296,0.46817067775993626,1.4235310626355404,0.531591659306152
linoleum,hourglass,30.0,0.04715433819911433,0.5493521403969165,-0.4437428243398392,-0.14513695259963919,13,0.5235987755982988,0.47278451882979855,0.606002497709753,0.6332475844093337,0.523653081363182,1.185386255535509,0.4171207632041899
linoleum,hourglass,90.0,0.6425564485265978,0.7542441637964025,-0.7496517412935324,-0.7829314963643322,13,1.5707963267948966,0.5619728139338096,0.4088066943370863,0.4540989124666876,0.6352141510000481,2.929383849980865,0.846977622500945
linoleum,hourglass,150.0,0.6045158821278224,0.18561040949100643,-0.016502104860313834,-0.8182013011863758,13,2.6179938779914944,0.39987513006408193,0.3834592516601542,0.45607934820866686,0.4519974592318203,1.6248296976655183,0.5969700117541972
